http://www.crunchyroll.com/sound-euphonium/episode-1-mid-summer-fanfare-721567,subURL,02
http://www.crunchyroll.com/sound-euphonium/episode-2-hesitation-flute-721569,s-url_1,02
http://www.crunchyroll.com/sound-euphonium/episode-3-troubled-nocturnes-721571,s-url_2,02
